Society,Year,Formalism,System_Bond_Density,System_Bond_Density_0,Decay_Index,Lambda2_Connectivity,Phase,Regime_Label,ESCH_Activation
Chile,1893,JUNO-1.0,0.3295,0.3385,0.0268,1.9709,6,High Coherence,2.0
Chile,1894,JUNO-1.0,0.3394,0.3385,-0.0026,2.0186,6,High Coherence,2.225
Chile,1895,JUNO-1.0,0.337,0.3385,0.0045,1.9942,6,High Coherence,2.225
Chile,1896,JUNO-1.0,0.3407,0.3385,-0.0065,2.0885,6,High Coherence,2.3
Chile,1897,JUNO-1.0,0.3373,0.3385,0.0038,2.0571,6,High Coherence,2.25
Chile,1898,JUNO-1.0,0.3365,0.3385,0.0061,2.0436,6,High Coherence,2.3
Chile,1899,JUNO-1.0,0.3431,0.3385,-0.0135,2.0871,6,High Coherence,2.35
Chile,1900,JUNO-1.0,0.3282,0.3385,0.0306,1.8228,6,High Coherence,1.95
Chile,1901,JUNO-1.0,0.3295,0.3385,0.0268,1.8694,6,High Coherence,2.125
Chile,1902,JUNO-1.0,0.3366,0.3385,0.0058,1.8776,6,High Coherence,2.15
Chile,1903,JUNO-1.0,0.3278,0.3385,0.0318,1.8603,6,High Coherence,2.025
Chile,1904,JUNO-1.0,0.3407,0.3385,-0.0063,1.9771,6,High Coherence,2.225
Chile,1905,JUNO-1.0,0.3181,0.3385,0.0603,1.7754,6,High Coherence,1.875
Chile,1906,JUNO-1.0,0.3291,0.3385,0.0279,1.896,6,High Coherence,2.0
Chile,1907,JUNO-1.0,0.2545,0.3385,0.2482,1.2899,5,Stable Integration,0.325
Chile,1908,JUNO-1.0,0.3235,0.3385,0.0443,1.8598,6,High Coherence,1.85
Chile,1909,JUNO-1.0,0.3251,0.3385,0.0398,1.8131,6,High Coherence,2.0
Chile,1910,JUNO-1.0,0.3347,0.3385,0.0113,1.915,6,High Coherence,2.1
Chile,1911,JUNO-1.0,0.3334,0.3385,0.0152,1.9294,6,High Coherence,2.0
Chile,1912,JUNO-1.0,0.3345,0.3385,0.012,1.9087,6,High Coherence,1.975
Chile,1913,JUNO-1.0,0.3359,0.3385,0.0079,1.9706,6,High Coherence,2.075
Chile,1914,JUNO-1.0,0.3075,0.3385,0.0917,1.8807,6,High Coherence,1.425
Chile,1915,JUNO-1.0,0.3004,0.3385,0.1127,1.7947,6,High Coherence,1.35
Chile,1916,JUNO-1.0,0.3082,0.3385,0.0896,1.7892,6,High Coherence,1.375
Chile,1917,JUNO-1.0,0.2961,0.3385,0.1254,1.7853,5,Stable Integration,1.025
Chile,1918,JUNO-1.0,0.277,0.3385,0.1817,1.6796,5,Stable Integration,0.8
Chile,1919,JUNO-1.0,0.2548,0.3385,0.2472,1.5588,5,Stable Integration,0.275
Chile,1920,JUNO-1.0,0.2575,0.3385,0.2394,1.6168,5,Stable Integration,0.275
Chile,1921,JUNO-1.0,0.257,0.3385,0.241,1.5554,5,Stable Integration,0.45
Chile,1922,JUNO-1.0,0.2385,0.3385,0.2955,1.473,4,Moderate Stress,0.1
Chile,1923,JUNO-1.0,0.2343,0.3385,0.3078,1.4669,4,Moderate Stress,-0.05
Chile,1924,JUNO-1.0,0.2067,0.3385,0.3893,1.3927,4,Moderate Stress,-0.875
Chile,1925,JUNO-1.0,0.2614,0.3385,0.2279,1.7508,5,Stable Integration,0.3
Chile,1926,JUNO-1.0,0.2752,0.3385,0.1871,1.8102,5,Stable Integration,0.875
Chile,1927,JUNO-1.0,0.2601,0.3385,0.2316,1.664,5,Stable Integration,0.575
Chile,1928,JUNO-1.0,0.2902,0.3385,0.1427,1.8392,5,Stable Integration,1.4
Chile,1929,JUNO-1.0,0.3034,0.3385,0.1037,1.9472,6,High Coherence,2.05
Chile,1930,JUNO-1.0,0.2264,0.3385,0.3313,1.4347,4,Moderate Stress,-0.6
Chile,1931,JUNO-1.0,0.1439,0.3385,0.5748,0.885,1,Systemic Collapse,-3.3
Chile,1932,JUNO-1.0,0.1522,0.3385,0.5504,1.0268,2,Acute Crisis,-3.05
Chile,1933,JUNO-1.0,0.2528,0.3385,0.2534,1.5434,5,Stable Integration,0.05
Chile,1934,JUNO-1.0,0.2609,0.3385,0.2295,1.6476,5,Stable Integration,0.175
Chile,1935,JUNO-1.0,0.2999,0.3385,0.114,1.8077,5,Stable Integration,1.25
Chile,1936,JUNO-1.0,0.2906,0.3385,0.1415,1.7986,5,Stable Integration,1.325
Chile,1937,JUNO-1.0,0.319,0.3385,0.0577,2.0232,6,High Coherence,1.925
Chile,1938,JUNO-1.0,0.324,0.3385,0.0429,2.2229,6,High Coherence,1.6
Chile,1939,JUNO-1.0,0.3175,0.3385,0.0622,2.2156,6,High Coherence,1.65
Chile,1940,JUNO-1.0,0.3366,0.3385,0.0056,2.2575,6,High Coherence,1.925
Chile,1941,JUNO-1.0,0.3329,0.3385,0.0168,2.2334,6,High Coherence,2.075
Chile,1942,JUNO-1.0,0.3333,0.3385,0.0156,2.2871,6,High Coherence,2.05
Chile,1943,JUNO-1.0,0.3336,0.3385,0.0146,2.2288,6,High Coherence,2.075
Chile,1944,JUNO-1.0,0.3348,0.3385,0.0109,2.3136,6,High Coherence,2.075
Chile,1945,JUNO-1.0,0.3381,0.3385,0.0014,2.2649,6,High Coherence,2.225
Chile,1946,JUNO-1.0,0.3388,0.3385,-0.0007,2.3278,6,High Coherence,2.025
Chile,1947,JUNO-1.0,0.3145,0.3385,0.071,2.0657,6,High Coherence,1.875
Chile,1948,JUNO-1.0,0.2831,0.3385,0.1638,1.8143,5,Stable Integration,1.25
Chile,1949,JUNO-1.0,0.2956,0.3385,0.1268,1.9232,5,Stable Integration,1.425
Chile,1950,JUNO-1.0,0.3248,0.3385,0.0406,2.1093,6,High Coherence,1.95
Chile,1951,JUNO-1.0,0.3232,0.3385,0.0453,2.1192,6,High Coherence,1.95
Chile,1952,JUNO-1.0,0.3107,0.3385,0.0821,2.0276,6,High Coherence,1.75
Chile,1953,JUNO-1.0,0.2706,0.3385,0.2005,1.8003,5,Stable Integration,0.575
Chile,1954,JUNO-1.0,0.2705,0.3385,0.201,1.7768,5,Stable Integration,0.625
Chile,1955,JUNO-1.0,0.2728,0.3385,0.1943,1.8279,5,Stable Integration,0.45
Chile,1956,JUNO-1.0,0.2712,0.3385,0.1988,1.8139,5,Stable Integration,0.45
Chile,1957,JUNO-1.0,0.2721,0.3385,0.1963,1.749,5,Stable Integration,0.575
Chile,1958,JUNO-1.0,0.2987,0.3385,0.1178,2.0211,5,Stable Integration,1.275
Chile,1959,JUNO-1.0,0.346,0.3385,-0.022,2.3703,6,High Coherence,2.125
Chile,1960,JUNO-1.0,0.3285,0.3385,0.0296,2.2578,6,High Coherence,1.925
Chile,1961,JUNO-1.0,0.3438,0.3385,-0.0157,2.2898,6,High Coherence,2.075
Chile,1962,JUNO-1.0,0.3398,0.3385,-0.0038,2.2467,6,High Coherence,2.125
Chile,1963,JUNO-1.0,0.3467,0.3385,-0.0241,2.2991,6,High Coherence,2.35
Chile,1964,JUNO-1.0,0.3516,0.3385,-0.0387,2.3,6,High Coherence,2.425
Chile,1965,JUNO-1.0,0.3508,0.3385,-0.0363,2.3358,6,High Coherence,2.225
Chile,1966,JUNO-1.0,0.3474,0.3385,-0.0261,2.3548,6,High Coherence,2.225
Chile,1967,JUNO-1.0,0.3456,0.3385,-0.0209,2.3292,6,High Coherence,2.125
Chile,1968,JUNO-1.0,0.3188,0.3385,0.0583,2.2539,6,High Coherence,1.775
Chile,1969,JUNO-1.0,0.3141,0.3385,0.0721,2.1759,6,High Coherence,1.625
Chile,1970,JUNO-1.0,0.2641,0.3385,0.2198,1.7887,5,Stable Integration,0.525
Chile,1971,JUNO-1.0,0.2546,0.3385,0.2478,1.6215,5,Stable Integration,0.3
Chile,1972,JUNO-1.0,0.1815,0.3385,0.4639,1.1966,3,Fragmentation,-2.2
Chile,1973,JUNO-1.0,0.1279,0.3385,0.6222,0.8655,1,Systemic Collapse,-3.4
Chile,1974,JUNO-1.0,0.1549,0.3385,0.5425,0.9405,2,Acute Crisis,-1.925
Chile,1975,JUNO-1.0,0.1754,0.3385,0.482,1.0,3,Fragmentation,-1.425
Chile,1976,JUNO-1.0,0.2214,0.3385,0.346,1.2409,4,Moderate Stress,-0.1
Chile,1977,JUNO-1.0,0.2219,0.3385,0.3445,1.235,4,Moderate Stress,0.125
Chile,1978,JUNO-1.0,0.2358,0.3385,0.3034,1.3006,4,Moderate Stress,0.65
Chile,1979,JUNO-1.0,0.2912,0.3385,0.1399,1.4352,5,Stable Integration,1.725
Chile,1980,JUNO-1.0,0.3057,0.3385,0.0971,1.6502,6,High Coherence,1.925
Chile,1981,JUNO-1.0,0.2974,0.3385,0.1215,1.6284,5,Stable Integration,1.775
Chile,1982,JUNO-1.0,0.1729,0.3385,0.4893,0.9522,3,Fragmentation,-2.175
Chile,1983,JUNO-1.0,0.177,0.3385,0.4771,1.1537,3,Fragmentation,-1.825
Chile,1984,JUNO-1.0,0.2243,0.3385,0.3374,1.4256,4,Moderate Stress,-0.55
Chile,1985,JUNO-1.0,0.2445,0.3385,0.2779,1.5405,4,Moderate Stress,0.275
Chile,1986,JUNO-1.0,0.2376,0.3385,0.298,1.5095,4,Moderate Stress,0.075
Chile,1987,JUNO-1.0,0.2673,0.3385,0.2103,1.6922,5,Stable Integration,1.0
Chile,1988,JUNO-1.0,0.2967,0.3385,0.1236,2.1398,5,Stable Integration,1.525
Chile,1989,JUNO-1.0,0.3597,0.3385,-0.0624,2.4221,6,High Coherence,2.75
Chile,1990,JUNO-1.0,0.3822,0.3385,-0.1289,2.4646,6,High Coherence,2.9
Chile,1991,JUNO-1.0,0.406,0.3385,-0.1992,2.711,6,High Coherence,3.5
Chile,1992,JUNO-1.0,0.4119,0.3385,-0.2167,2.7232,6,High Coherence,3.525
Chile,1993,JUNO-1.0,0.4067,0.3385,-0.2013,2.6832,6,High Coherence,3.65
Chile,1994,JUNO-1.0,0.4053,0.3385,-0.1972,2.6889,6,High Coherence,3.5
Chile,1995,JUNO-1.0,0.4073,0.3385,-0.203,2.6956,6,High Coherence,3.575
Chile,1996,JUNO-1.0,0.4083,0.3385,-0.206,2.6477,6,High Coherence,3.65
Chile,1997,JUNO-1.0,0.4093,0.3385,-0.2089,2.7031,6,High Coherence,3.625
Chile,1998,JUNO-1.0,0.3757,0.3385,-0.1098,2.4534,6,High Coherence,2.9
Chile,1999,JUNO-1.0,0.3734,0.3385,-0.103,2.415,6,High Coherence,2.925
Chile,2000,JUNO-1.0,0.414,0.3385,-0.223,2.7421,6,High Coherence,3.65
Chile,2001,JUNO-1.0,0.4123,0.3385,-0.2179,2.8086,6,High Coherence,3.675
Chile,2002,JUNO-1.0,0.4194,0.3385,-0.2387,2.8143,6,High Coherence,3.9
Chile,2003,JUNO-1.0,0.4218,0.3385,-0.246,2.79,6,High Coherence,3.9
Chile,2004,JUNO-1.0,0.4218,0.3385,-0.2461,2.736,6,High Coherence,4.025
Chile,2005,JUNO-1.0,0.4162,0.3385,-0.2296,2.7352,6,High Coherence,3.85
Chile,2006,JUNO-1.0,0.3936,0.3385,-0.1627,2.6844,6,High Coherence,3.6
Chile,2007,JUNO-1.0,0.4122,0.3385,-0.2176,2.7893,6,High Coherence,3.925
Chile,2008,JUNO-1.0,0.3735,0.3385,-0.1033,2.5853,6,High Coherence,3.075
Chile,2009,JUNO-1.0,0.3638,0.3385,-0.0748,2.3808,6,High Coherence,2.85
Chile,2010,JUNO-1.0,0.3383,0.3385,0.0006,2.3104,6,High Coherence,2.225
Chile,2011,JUNO-1.0,0.3427,0.3385,-0.0124,2.3771,6,High Coherence,2.475
Chile,2012,JUNO-1.0,0.3813,0.3385,-0.1264,2.5341,6,High Coherence,3.15
Chile,2013,JUNO-1.0,0.3938,0.3385,-0.1633,2.6594,6,High Coherence,3.4
Chile,2014,JUNO-1.0,0.3874,0.3385,-0.1443,2.734,6,High Coherence,3.175
Chile,2015,JUNO-1.0,0.3565,0.3385,-0.053,2.4227,6,High Coherence,2.75
Chile,2016,JUNO-1.0,0.3507,0.3385,-0.0361,2.4055,6,High Coherence,2.475
Chile,2017,JUNO-1.0,0.3644,0.3385,-0.0763,2.4268,6,High Coherence,2.925
Chile,2018,JUNO-1.0,0.395,0.3385,-0.1669,2.5998,6,High Coherence,3.375
Chile,2019,JUNO-1.0,0.2207,0.3385,0.3481,1.555,4,Moderate Stress,-0.325
Chile,2020,JUNO-1.0,0.2505,0.3385,0.2601,1.762,5,Stable Integration,0.225
Chile,2021,JUNO-1.0,0.2964,0.3385,0.1246,2.0814,5,Stable Integration,1.275
Chile,2022,JUNO-1.0,0.2791,0.3385,0.1755,1.9846,5,Stable Integration,0.75
Chile,2023,JUNO-1.0,0.2872,0.3385,0.1516,2.0808,5,Stable Integration,0.925
Chile,2024,JUNO-1.0,0.319,0.3385,0.0576,2.2281,6,High Coherence,1.95
Chile,2025,JUNO-1.0,0.3269,0.3385,0.0344,2.2941,6,High Coherence,2.275
Chile,2026,JUNO-1.0,0.3313,0.3385,0.0212,2.3384,6,High Coherence,2.3
China,1800,JUNO-1.0,0.3339,0.3339,0.0,2.1383,6,High Coherence,1.95
China,1801,JUNO-1.0,0.3193,0.3339,0.0438,2.0944,6,High Coherence,1.425
China,1802,JUNO-1.0,0.3342,0.3339,-0.0008,2.2482,6,High Coherence,1.8
China,1803,JUNO-1.0,0.3338,0.3339,0.0005,2.1536,6,High Coherence,1.875
China,1804,JUNO-1.0,0.3327,0.3339,0.0036,2.1252,6,High Coherence,1.775
China,1805,JUNO-1.0,0.3256,0.3339,0.0249,2.0204,6,High Coherence,1.725
China,1806,JUNO-1.0,0.3274,0.3339,0.0196,2.203,6,High Coherence,1.675
China,1807,JUNO-1.0,0.3323,0.3339,0.0049,2.1229,6,High Coherence,1.85
China,1808,JUNO-1.0,0.3196,0.3339,0.0429,2.077,6,High Coherence,1.85
China,1809,JUNO-1.0,0.3286,0.3339,0.0161,2.1893,6,High Coherence,1.75
China,1810,JUNO-1.0,0.3213,0.3339,0.0377,2.0438,6,High Coherence,1.675
China,1811,JUNO-1.0,0.2961,0.3339,0.1135,1.8659,5,Stable Integration,1.275
China,1812,JUNO-1.0,0.2911,0.3339,0.1285,1.8498,5,Stable Integration,1.1
China,1813,JUNO-1.0,0.2966,0.3339,0.1119,1.7763,5,Stable Integration,1.425
China,1814,JUNO-1.0,0.2969,0.3339,0.1108,1.8933,5,Stable Integration,1.25
China,1815,JUNO-1.0,0.2977,0.3339,0.1087,1.8548,5,Stable Integration,1.25
China,1816,JUNO-1.0,0.2987,0.3339,0.1055,1.8997,5,Stable Integration,1.15
China,1817,JUNO-1.0,0.2932,0.3339,0.1221,1.7908,5,Stable Integration,1.175
China,1818,JUNO-1.0,0.2951,0.3339,0.1162,1.9109,5,Stable Integration,1.325
China,1819,JUNO-1.0,0.3046,0.3339,0.0879,1.9544,6,High Coherence,1.3
China,1820,JUNO-1.0,0.3035,0.3339,0.0911,1.9572,6,High Coherence,1.475
China,1821,JUNO-1.0,0.2986,0.3339,0.1057,1.9065,5,Stable Integration,1.075
China,1822,JUNO-1.0,0.3059,0.3339,0.084,1.9162,6,High Coherence,1.225
China,1823,JUNO-1.0,0.2968,0.3339,0.1114,1.8834,5,Stable Integration,1.1
China,1824,JUNO-1.0,0.2992,0.3339,0.1042,1.9137,5,Stable Integration,1.475
China,1825,JUNO-1.0,0.296,0.3339,0.1137,1.8936,5,Stable Integration,1.25
China,1826,JUNO-1.0,0.3006,0.3339,0.0998,1.9343,6,High Coherence,1.175
China,1827,JUNO-1.0,0.2929,0.3339,0.1228,1.8415,5,Stable Integration,0.95
China,1828,JUNO-1.0,0.3051,0.3339,0.0865,2.0175,6,High Coherence,1.225
China,1829,JUNO-1.0,0.2813,0.3339,0.1578,1.7073,5,Stable Integration,0.725
China,1830,JUNO-1.0,0.2647,0.3339,0.2075,1.5723,5,Stable Integration,0.4
China,1831,JUNO-1.0,0.2665,0.3339,0.2019,1.6962,5,Stable Integration,0.4
China,1832,JUNO-1.0,0.2643,0.3339,0.2087,1.5948,5,Stable Integration,0.125
China,1833,JUNO-1.0,0.2651,0.3339,0.2062,1.7122,5,Stable Integration,0.325
China,1834,JUNO-1.0,0.2767,0.3339,0.1713,1.8382,5,Stable Integration,0.5
China,1835,JUNO-1.0,0.2752,0.3339,0.1759,1.8591,5,Stable Integration,0.5
China,1836,JUNO-1.0,0.268,0.3339,0.1976,1.6658,5,Stable Integration,0.175
China,1837,JUNO-1.0,0.2818,0.3339,0.1562,1.7681,5,Stable Integration,0.375
China,1838,JUNO-1.0,0.269,0.3339,0.1944,1.6728,5,Stable Integration,0.35
China,1839,JUNO-1.0,0.2218,0.3339,0.3357,1.4084,4,Moderate Stress,-1.325
China,1840,JUNO-1.0,0.2169,0.3339,0.3506,1.3243,4,Moderate Stress,-1.4
China,1841,JUNO-1.0,0.2328,0.3339,0.303,1.526,4,Moderate Stress,-0.65
China,1842,JUNO-1.0,0.2328,0.3339,0.303,1.5621,4,Moderate Stress,-0.6
China,1843,JUNO-1.0,0.2375,0.3339,0.2888,1.5393,4,Moderate Stress,-0.425
China,1844,JUNO-1.0,0.2447,0.3339,0.2673,1.6392,4,Moderate Stress,-0.25
China,1845,JUNO-1.0,0.2145,0.3339,0.3577,1.4253,4,Moderate Stress,-1.7
China,1846,JUNO-1.0,0.1927,0.3339,0.4229,1.3022,3,Fragmentation,-1.65
China,1847,JUNO-1.0,0.173,0.3339,0.4818,1.1559,3,Fragmentation,-2.375
China,1848,JUNO-1.0,0.1641,0.3339,0.5086,1.1002,2,Acute Crisis,-2.85
China,1849,JUNO-1.0,0.1409,0.3339,0.5782,0.9236,1,Systemic Collapse,-3.25
China,1850,JUNO-1.0,0.1263,0.3339,0.6217,0.777,1,Systemic Collapse,-4.275
China,1851,JUNO-1.0,0.1279,0.3339,0.6171,0.8753,1,Systemic Collapse,-4.075
China,1852,JUNO-1.0,0.1268,0.3339,0.6203,0.8486,1,Systemic Collapse,-4.4
China,1853,JUNO-1.0,0.1239,0.3339,0.629,0.7568,1,Systemic Collapse,-4.35
China,1854,JUNO-1.0,0.1028,0.3339,0.6922,0.6655,1,Systemic Collapse,-4.9
China,1855,JUNO-1.0,0.1023,0.3339,0.6937,0.625,1,Systemic Collapse,-5.375
China,1856,JUNO-1.0,0.1025,0.3339,0.6929,0.6524,1,Systemic Collapse,-5.65
China,1857,JUNO-1.0,0.104,0.3339,0.6886,0.6742,1,Systemic Collapse,-5.375
China,1858,JUNO-1.0,0.1008,0.3339,0.6981,0.576,1,Systemic Collapse,-4.95
China,1859,JUNO-1.0,0.111,0.3339,0.6676,0.6386,1,Systemic Collapse,-4.65
China,1860,JUNO-1.0,0.1294,0.3339,0.6126,0.7205,1,Systemic Collapse,-4.8
China,1861,JUNO-1.0,0.1365,0.3339,0.5913,0.8644,1,Systemic Collapse,-4.45
China,1862,JUNO-1.0,0.1365,0.3339,0.5911,0.9038,1,Systemic Collapse,-4.45
China,1863,JUNO-1.0,0.1396,0.3339,0.5821,0.9305,1,Systemic Collapse,-4.175
China,1864,JUNO-1.0,0.1485,0.3339,0.5554,0.9735,1,Systemic Collapse,-3.8
China,1865,JUNO-1.0,0.2658,0.3339,0.2041,1.7391,5,Stable Integration,-0.325
China,1866,JUNO-1.0,0.265,0.3339,0.2065,1.8832,5,Stable Integration,0.05
China,1867,JUNO-1.0,0.2587,0.3339,0.2253,1.7049,5,Stable Integration,0.0
China,1868,JUNO-1.0,0.256,0.3339,0.2333,1.7062,5,Stable Integration,-0.15
China,1869,JUNO-1.0,0.2615,0.3339,0.2171,1.8173,5,Stable Integration,-0.05
China,1870,JUNO-1.0,0.2642,0.3339,0.2088,1.7316,5,Stable Integration,0.2
China,1871,JUNO-1.0,0.2783,0.3339,0.1667,1.9396,5,Stable Integration,0.225
China,1872,JUNO-1.0,0.2676,0.3339,0.1988,1.7529,5,Stable Integration,-0.075
China,1873,JUNO-1.0,0.2725,0.3339,0.1841,1.7998,5,Stable Integration,0.325
China,1874,JUNO-1.0,0.2694,0.3339,0.1932,1.7968,5,Stable Integration,0.275
China,1875,JUNO-1.0,0.2788,0.3339,0.1652,1.9555,5,Stable Integration,0.35
China,1876,JUNO-1.0,0.2753,0.3339,0.1757,1.8543,5,Stable Integration,0.45
China,1877,JUNO-1.0,0.2697,0.3339,0.1924,1.7885,5,Stable Integration,0.3
China,1878,JUNO-1.0,0.2704,0.3339,0.1904,1.8177,5,Stable Integration,0.4
China,1879,JUNO-1.0,0.2724,0.3339,0.1844,1.8995,5,Stable Integration,0.35
China,1880,JUNO-1.0,0.2702,0.3339,0.1908,1.83,5,Stable Integration,0.3
China,1881,JUNO-1.0,0.2587,0.3339,0.2254,1.7811,5,Stable Integration,-0.025
China,1882,JUNO-1.0,0.2314,0.3339,0.3072,1.4944,4,Moderate Stress,-0.775
China,1883,JUNO-1.0,0.2116,0.3339,0.3662,1.4193,4,Moderate Stress,-1.25
China,1884,JUNO-1.0,0.213,0.3339,0.3622,1.5183,4,Moderate Stress,-1.325
China,1885,JUNO-1.0,0.2326,0.3339,0.3036,1.5374,4,Moderate Stress,-0.8
China,1886,JUNO-1.0,0.271,0.3339,0.1886,1.8486,5,Stable Integration,0.05
China,1887,JUNO-1.0,0.2627,0.3339,0.2133,1.7119,5,Stable Integration,0.15
China,1888,JUNO-1.0,0.2504,0.3339,0.2501,1.6319,5,Stable Integration,-0.3
China,1889,JUNO-1.0,0.2325,0.3339,0.3039,1.5747,4,Moderate Stress,-0.625
China,1890,JUNO-1.0,0.2363,0.3339,0.2924,1.5727,4,Moderate Stress,-0.85
China,1891,JUNO-1.0,0.193,0.3339,0.4221,1.2252,3,Fragmentation,-1.925
China,1892,JUNO-1.0,0.1906,0.3339,0.4292,1.2122,3,Fragmentation,-1.925
China,1893,JUNO-1.0,0.1781,0.3339,0.4668,1.2208,3,Fragmentation,-2.65
China,1894,JUNO-1.0,0.1728,0.3339,0.4824,1.042,3,Fragmentation,-2.7
China,1895,JUNO-1.0,0.1808,0.3339,0.4587,1.0997,3,Fragmentation,-2.6
China,1896,JUNO-1.0,0.2004,0.3339,0.4,1.3076,4,Moderate Stress,-2.15
China,1897,JUNO-1.0,0.2183,0.3339,0.3463,1.4858,4,Moderate Stress,-1.475
China,1898,JUNO-1.0,0.1714,0.3339,0.4867,1.0677,3,Fragmentation,-2.775
China,1899,JUNO-1.0,0.14,0.3339,0.5807,0.9921,1,Systemic Collapse,-3.95
China,1900,JUNO-1.0,0.1035,0.3339,0.69,0.7052,1,Systemic Collapse,-5.25
China,1901,JUNO-1.0,0.1242,0.3339,0.6282,0.9289,1,Systemic Collapse,-4.6
China,1902,JUNO-1.0,0.1468,0.3339,0.5603,1.0293,1,Systemic Collapse,-3.65
China,1903,JUNO-1.0,0.1756,0.3339,0.4743,1.2337,3,Fragmentation,-2.75
China,1904,JUNO-1.0,0.2069,0.3339,0.3806,1.4711,4,Moderate Stress,-1.75
China,1905,JUNO-1.0,0.2199,0.3339,0.3415,1.5314,4,Moderate Stress,-1.525
China,1906,JUNO-1.0,0.2268,0.3339,0.3207,1.6289,4,Moderate Stress,-1.45
China,1907,JUNO-1.0,0.2178,0.3339,0.3477,1.5035,4,Moderate Stress,-1.25
China,1908,JUNO-1.0,0.2103,0.3339,0.3704,1.5036,4,Moderate Stress,-1.6
China,1909,JUNO-1.0,0.1933,0.3339,0.4211,1.3295,3,Fragmentation,-2.225
China,1910,JUNO-1.0,0.1942,0.3339,0.4184,1.3673,3,Fragmentation,-2.2
China,1911,JUNO-1.0,0.1878,0.3339,0.4376,1.3107,3,Fragmentation,-2.3
China,1912,JUNO-1.0,0.1755,0.3339,0.4745,1.2206,3,Fragmentation,-3.275
China,1913,JUNO-1.0,0.1809,0.3339,0.4582,1.3122,3,Fragmentation,-2.8
China,1914,JUNO-1.0,0.2188,0.3339,0.3448,1.4453,4,Moderate Stress,-1.1
China,1915,JUNO-1.0,0.2105,0.3339,0.3695,1.5113,4,Moderate Stress,-1.35
China,1916,JUNO-1.0,0.1901,0.3339,0.4308,1.369,3,Fragmentation,-2.2
China,1917,JUNO-1.0,0.1598,0.3339,0.5214,0.967,2,Acute Crisis,-3.15
China,1918,JUNO-1.0,0.1493,0.3339,0.5528,0.8478,1,Systemic Collapse,-3.525
China,1919,JUNO-1.0,0.1576,0.3339,0.5281,0.9097,2,Acute Crisis,-3.5
China,1920,JUNO-1.0,0.1614,0.3339,0.5168,0.9824,2,Acute Crisis,-3.35
China,1921,JUNO-1.0,0.1539,0.3339,0.5391,0.9565,2,Acute Crisis,-3.225
China,1922,JUNO-1.0,0.1609,0.3339,0.5183,1.06,2,Acute Crisis,-3.1
China,1923,JUNO-1.0,0.1509,0.3339,0.5483,0.9553,2,Acute Crisis,-3.475
China,1924,JUNO-1.0,0.1624,0.3339,0.5137,1.0751,2,Acute Crisis,-3.125
China,1925,JUNO-1.0,0.166,0.3339,0.5031,0.9932,2,Acute Crisis,-2.9
China,1926,JUNO-1.0,0.1763,0.3339,0.472,1.2114,3,Fragmentation,-2.7
China,1927,JUNO-1.0,0.179,0.3339,0.4639,1.1176,3,Fragmentation,-2.575
China,1928,JUNO-1.0,0.2542,0.3339,0.2388,1.7507,5,Stable Integration,-0.325
China,1929,JUNO-1.0,0.2433,0.3339,0.2715,1.5844,4,Moderate Stress,-0.55
China,1930,JUNO-1.0,0.2209,0.3339,0.3385,1.5066,4,Moderate Stress,-1.05
China,1931,JUNO-1.0,0.2207,0.3339,0.3392,1.5135,4,Moderate Stress,-1.2
China,1932,JUNO-1.0,0.2275,0.3339,0.3186,1.4712,4,Moderate Stress,-1.275
China,1933,JUNO-1.0,0.2324,0.3339,0.304,1.6797,4,Moderate Stress,-1.025
China,1934,JUNO-1.0,0.2552,0.3339,0.2357,1.6066,5,Stable Integration,-0.2
China,1935,JUNO-1.0,0.2495,0.3339,0.2529,1.6793,4,Moderate Stress,-0.425
China,1936,JUNO-1.0,0.1776,0.3339,0.4681,0.9816,3,Fragmentation,-3.175
China,1937,JUNO-1.0,0.127,0.3339,0.6197,0.8126,1,Systemic Collapse,-5.075
China,1938,JUNO-1.0,0.1245,0.3339,0.6271,0.8448,1,Systemic Collapse,-5.025
China,1939,JUNO-1.0,0.1319,0.3339,0.605,0.8369,1,Systemic Collapse,-4.725
China,1940,JUNO-1.0,0.1243,0.3339,0.6278,0.8138,1,Systemic Collapse,-5.2
China,1941,JUNO-1.0,0.1198,0.3339,0.6412,0.7631,1,Systemic Collapse,-5.125
China,1942,JUNO-1.0,0.1238,0.3339,0.6292,0.8417,1,Systemic Collapse,-5.375
China,1943,JUNO-1.0,0.1481,0.3339,0.5565,0.9268,1,Systemic Collapse,-5.0
China,1944,JUNO-1.0,0.133,0.3339,0.6017,0.8209,1,Systemic Collapse,-4.775
China,1945,JUNO-1.0,0.1462,0.3339,0.5621,0.9744,1,Systemic Collapse,-4.25
China,1946,JUNO-1.0,0.138,0.3339,0.5869,0.9504,1,Systemic Collapse,-4.175
China,1947,JUNO-1.0,0.1224,0.3339,0.6334,0.835,1,Systemic Collapse,-4.925
China,1948,JUNO-1.0,0.1689,0.3339,0.4943,1.1416,2,Acute Crisis,-2.8
China,1949,JUNO-1.0,0.263,0.3339,0.2125,1.6781,5,Stable Integration,-0.875
China,1950,JUNO-1.0,0.2615,0.3339,0.2168,1.6932,5,Stable Integration,-0.675
China,1951,JUNO-1.0,0.281,0.3339,0.1585,1.8723,5,Stable Integration,0.15
China,1952,JUNO-1.0,0.3403,0.3339,-0.0191,2.2923,6,High Coherence,1.6
China,1953,JUNO-1.0,0.3772,0.3339,-0.1296,2.8056,6,High Coherence,2.625
